"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"1064","Brazil","São Paulo","Mogi Guaçu","EEC DE MOGI-GUAÇU","brazil_sao paulo_mogi guacu_estacao ecologica mogi guacu","brazil_sao paulo_mogi guacu_eec mogi guacu",-22.2794945965124,-47.1741915524124,"locality","cnuc_ibge"
"322","Brazil","São Paulo","Mogi Guaçu","REBIO MOGI-GUAÇU","brazil_sao paulo_mogi guacu_rebio mogi guacu","brazil_sao paulo_mogi guacu_rebio mogi guacu",-22.2426634708255,-47.163797013333,"locality","cnuc_ibge"
"1059","Brazil","São Paulo","Mogi Guaçu","REBIO MOGI-GUAÇU","brazil_sao paulo_mogi guacu_reserva biologica mogi guacu","brazil_sao paulo_mogi guacu_rebio mogi guacu",-22.2426634708255,-47.163797013333,"locality","cnuc_ibge"
"240","Brazil","São Paulo","Mogi Mirim","RPPN PARQUE FLORESTAL SÃO MARCELO","brazil_sao paulo_mogi mirim_rppn parque florestal sao marcelo","brazil_sao paulo_mogi mirim_rppn parque florestal sao marcelo",-22.392884666665,-46.9836609727607,"locality","cnuc_ibge"
"977","Brazil","São Paulo","Mogi Mirim","RPPN PARQUE FLORESTAL SÃO MARCELO","brazil_sao paulo_mogi mirim_reserva particular patrimonio natural parque florestal sao marcelo","brazil_sao paulo_mogi mirim_rppn parque florestal sao marcelo",-22.392884666665,-46.9836609727607,"locality","cnuc_ibge"
"581","Brazil","São Paulo","Mombuca","APA TIETÊ","brazil_sao paulo_mombuca_apa tiete","brazil_sao paulo_mombuca_apa tiete",-22.9549179111168,-47.6829253807935,"locality","cnuc_ibge"
"1318","Brazil","São Paulo","Mombuca","APA TIETÊ","brazil_sao paulo_mombuca_area protecao ambiental tiete","brazil_sao paulo_mombuca_apa tiete",-22.9549179111168,-47.6829253807935,"locality","cnuc_ibge"
"638","Brazil","São Paulo","Mongaguá","APA MARINHA DO LITORAL CENTRO","brazil_sao paulo_mongagua_apa marinha litoral centro","brazil_sao paulo_mongagua_apa marinha litoral centro",-24.1196107185685,-46.6641789100143,"locality","cnuc_ibge"
"1375","Brazil","São Paulo","Mongaguá","APA MARINHA DO LITORAL CENTRO","brazil_sao paulo_mongagua_apa marinha litoral centro","brazil_sao paulo_mongagua_apa marinha litoral centro",-24.1196107185685,-46.6641789100143,"locality","cnuc_ibge"
"653","Brazil","São Paulo","Mongaguá","PE DA SERRA DO MAR","brazil_sao paulo_mongagua_pe serra mar","brazil_sao paulo_mongagua_pe serra mar",-24.0369721160186,-46.6336324898641,"locality","cnuc_ibge"
"1390","Brazil","São Paulo","Mongaguá","PE DA SERRA DO MAR","brazil_sao paulo_mongagua_parque estadual serra mar","brazil_sao paulo_mongagua_pe serra mar",-24.0369721160186,-46.6336324898641,"locality","cnuc_ibge"
"486","Brazil","São Paulo","Monte Alegre do Sul","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_monte alegre sul_apa piracicaba juqueri mirim area ii","brazil_sao paulo_monte alegre sul_apa piracicaba juqueri mirim area ii",-22.7043419101874,-46.6676601175591,"locality","cnuc_ibge"
"1223","Brazil","São Paulo","Monte Alegre do Sul","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_monte alegre sul_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_monte alegre sul_apa piracicaba juqueri mirim area ii",-22.7043419101874,-46.6676601175591,"locality","cnuc_ibge"
"307","Brazil","São Paulo","Monte Alto","RPPN NARDINI SEMPRE VERDE","brazil_sao paulo_monte alto_rppn nardini sempre verde","brazil_sao paulo_monte alto_rppn nardini sempre verde",-21.2199685685283,-48.5689652173715,"locality","cnuc_ibge"
"1044","Brazil","São Paulo","Monte Alto","RPPN NARDINI SEMPRE VERDE","brazil_sao paulo_monte alto_reserva particular patrimonio natural nardini sempre verde","brazil_sao paulo_monte alto_rppn nardini sempre verde",-21.2199685685283,-48.5689652173715,"locality","cnuc_ibge"
"205","Brazil","São Paulo","Monte Alto","RPPN TRILHAS DO CERRADO","brazil_sao paulo_monte alto_rppn trilhas cerrado","brazil_sao paulo_monte alto_rppn trilhas cerrado",-21.2907729361344,-48.5192987330414,"locality","cnuc_ibge"
"942","Brazil","São Paulo","Monte Alto","RPPN TRILHAS DO CERRADO","brazil_sao paulo_monte alto_reserva particular patrimonio natural trilhas cerrado","brazil_sao paulo_monte alto_rppn trilhas cerrado",-21.2907729361344,-48.5192987330414,"locality","cnuc_ibge"
"44","Brazil","São Paulo","Monte Castelo","PE DO AGUAPEÍ","brazil_sao paulo_monte castelo_pe aguapei","brazil_sao paulo_monte castelo_pe aguapei",-21.1857865993274,-51.5685704038152,"locality","cnuc_ibge"
"781","Brazil","São Paulo","Monte Castelo","PE DO AGUAPEÍ","brazil_sao paulo_monte castelo_parque estadual aguapei","brazil_sao paulo_monte castelo_pe aguapei",-21.1857865993274,-51.5685704038152,"locality","cnuc_ibge"
"132","Brazil","São Paulo","Monte Mor","APA DO CAMPO GRANDE","brazil_sao paulo_monte mor_apa campo grande","brazil_sao paulo_monte mor_apa campo grande",-22.9170906866615,-47.2354092572714,"locality","cnuc_ibge"
"869","Brazil","São Paulo","Monte Mor","APA DO CAMPO GRANDE","brazil_sao paulo_monte mor_area protecao ambiental campo grande","brazil_sao paulo_monte mor_apa campo grande",-22.9170906866615,-47.2354092572714,"locality","cnuc_ibge"
"19","Brazil","São Paulo","Monteiro Lobato","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_monteiro lobato_apa bacia paraiba sul","brazil_sao paulo_monteiro lobato_apa bacia paraiba sul",-22.9308565730348,-45.8264300430562,"locality","cnuc_ibge"
"756","Brazil","São Paulo","Monteiro Lobato","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_monteiro lobato_area protecao ambiental bacia paraiba sul","brazil_sao paulo_monteiro lobato_apa bacia paraiba sul",-22.9308565730348,-45.8264300430562,"locality","cnuc_ibge"
"154","Brazil","São Paulo","Monteiro Lobato","APA DA SERRA DO PALMITAL","brazil_sao paulo_monteiro lobato_apa serra palmital","brazil_sao paulo_monteiro lobato_apa serra palmital",-23.0097967289603,-45.793188932228,"locality","cnuc_ibge"
"891","Brazil","São Paulo","Monteiro Lobato","APA DA SERRA DO PALMITAL","brazil_sao paulo_monteiro lobato_area protecao ambiental serra palmital","brazil_sao paulo_monteiro lobato_apa serra palmital",-23.0097967289603,-45.793188932228,"locality","cnuc_ibge"
"451","Brazil","São Paulo","Monteiro Lobato","APA SÃO FRANCISCO XAVIER","brazil_sao paulo_monteiro lobato_apa sao francisco xavier","brazil_sao paulo_monteiro lobato_apa sao francisco xavier",-22.8981640923871,-45.8717352103489,"locality","cnuc_ibge"
"1188","Brazil","São Paulo","Monteiro Lobato","APA SÃO FRANCISCO XAVIER","brazil_sao paulo_monteiro lobato_area protecao ambiental sao francisco xavier","brazil_sao paulo_monteiro lobato_apa sao francisco xavier",-22.8981640923871,-45.8717352103489,"locality","cnuc_ibge"
"526","Brazil","São Paulo","Monteiro Lobato","APA SAPUCAÍ MIRIM","brazil_sao paulo_monteiro lobato_apa sapucai mirim","brazil_sao paulo_monteiro lobato_apa sapucai mirim",-22.8582615796424,-45.7374308646824,"locality","cnuc_ibge"
"1263","Brazil","São Paulo","Monteiro Lobato","APA SAPUCAÍ MIRIM","brazil_sao paulo_monteiro lobato_area protecao ambiental sapucai mirim","brazil_sao paulo_monteiro lobato_apa sapucai mirim",-22.8582615796424,-45.7374308646824,"locality","cnuc_ibge"
"608","Brazil","São Paulo","Monteiro Lobato","ARIE DA PEDRA BRANCA","brazil_sao paulo_monteiro lobato_arie pedra branca","brazil_sao paulo_monteiro lobato_arie pedra branca",-22.9308910763064,-45.682641530765,"locality","cnuc_ibge"
"1345","Brazil","São Paulo","Monteiro Lobato","ARIE DA PEDRA BRANCA","brazil_sao paulo_monteiro lobato_area relevante interesse ecologico pedra branca","brazil_sao paulo_monteiro lobato_arie pedra branca",-22.9308910763064,-45.682641530765,"locality","cnuc_ibge"
"158","Brazil","São Paulo","Monteiro Lobato","REVIS DA MATA DA REPRESA","brazil_sao paulo_monteiro lobato_revis mata represa","brazil_sao paulo_monteiro lobato_revis mata represa",-23.0104100505445,-45.7941617919687,"locality","cnuc_ibge"
"895","Brazil","São Paulo","Monteiro Lobato","REVIS DA MATA DA REPRESA","brazil_sao paulo_monteiro lobato_refugio vida silvestre mata represa","brazil_sao paulo_monteiro lobato_revis mata represa",-23.0104100505445,-45.7941617919687,"locality","cnuc_ibge"
"283","Brazil","São Paulo","Monteiro Lobato","RPPN SÍTIO DO CANTONEIRO","brazil_sao paulo_monteiro lobato_rppn sitio cantoneiro","brazil_sao paulo_monteiro lobato_rppn sitio cantoneiro",-23.002463623096,-45.8590343999225,"locality","cnuc_ibge"
"1020","Brazil","São Paulo","Monteiro Lobato","RPPN SÍTIO DO CANTONEIRO","brazil_sao paulo_monteiro lobato_reserva particular patrimonio natural sitio cantoneiro","brazil_sao paulo_monteiro lobato_rppn sitio cantoneiro",-23.002463623096,-45.8590343999225,"locality","cnuc_ibge"
"487","Brazil","São Paulo","Morungaba","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_morungaba_apa piracicaba juqueri mirim area ii","brazil_sao paulo_morungaba_apa piracicaba juqueri mirim area ii",-22.8869612328918,-46.7666874557484,"locality","cnuc_ibge"
"1224","Brazil","São Paulo","Morungaba","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_morungaba_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_morungaba_apa piracicaba juqueri mirim area ii",-22.8869612328918,-46.7666874557484,"locality","cnuc_ibge"
"567","Brazil","São Paulo","Morungaba","APA SISTEMA CANTAREIRA","brazil_sao paulo_morungaba_apa sistema cantareira","brazil_sao paulo_morungaba_apa sistema cantareira",-22.8973294087115,-46.6822771907823,"locality","cnuc_ibge"
"1304","Brazil","São Paulo","Morungaba","APA SISTEMA CANTAREIRA","brazil_sao paulo_morungaba_area protecao ambiental sistema cantareira","brazil_sao paulo_morungaba_apa sistema cantareira",-22.8973294087115,-46.6822771907823,"locality","cnuc_ibge"
"118","Brazil","São Paulo","Morungaba","AREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","brazil_sao paulo_morungaba_area protecao ambiental campinas","brazil_sao paulo_morungaba_area protecao ambiental campinas",-22.887711755987,-46.8470506926922,"locality","cnuc_ibge"
"855","Brazil","São Paulo","Morungaba","AREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS","brazil_sao paulo_morungaba_area protecao ambiental campinas","brazil_sao paulo_morungaba_area protecao ambiental campinas",-22.887711755987,-46.8470506926922,"locality","cnuc_ibge"
"122","Brazil","São Paulo","Motuca","RPPN TOCA DA PACA","brazil_sao paulo_motuca_rppn toca paca","brazil_sao paulo_motuca_rppn toca paca",-21.4669710080944,-48.0844750165119,"locality","cnuc_ibge"
"859","Brazil","São Paulo","Motuca","RPPN TOCA DA PACA","brazil_sao paulo_motuca_rppn toca paca","brazil_sao paulo_motuca_rppn toca paca",-21.4669710080944,-48.0844750165119,"locality","cnuc_ibge"
"721","Brazil","São Paulo","Narandiba","RPPN MOSQUITO","brazil_sao paulo_narandiba_rppn mosquito","brazil_sao paulo_narandiba_rppn mosquito",-22.6449660773641,-51.5181265168654,"locality","cnuc_ibge"
"1458","Brazil","São Paulo","Narandiba","RPPN MOSQUITO","brazil_sao paulo_narandiba_reserva particular patrimonio natural mosquito","brazil_sao paulo_narandiba_rppn mosquito",-22.6449660773641,-51.5181265168654,"locality","cnuc_ibge"
"20","Brazil","São Paulo","Natividade da Serra","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_natividade serra_apa bacia paraiba sul","brazil_sao paulo_natividade serra_apa bacia paraiba sul",-23.43547365587,-45.4641461038256,"locality","cnuc_ibge"
"757","Brazil","São Paulo","Natividade da Serra","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_natividade serra_area protecao ambiental bacia paraiba sul","brazil_sao paulo_natividade serra_apa bacia paraiba sul",-23.43547365587,-45.4641461038256,"locality","cnuc_ibge"
"654","Brazil","São Paulo","Natividade da Serra","PE DA SERRA DO MAR","brazil_sao paulo_natividade serra_pe serra mar","brazil_sao paulo_natividade serra_pe serra mar",-23.4492684567449,-45.2559218048076,"locality","cnuc_ibge"
"1391","Brazil","São Paulo","Natividade da Serra","PE DA SERRA DO MAR","brazil_sao paulo_natividade serra_parque estadual serra mar","brazil_sao paulo_natividade serra_pe serra mar",-23.4492684567449,-45.2559218048076,"locality","cnuc_ibge"
"21","Brazil","São Paulo","Nazaré Paulista","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_nazare paulista_apa bacia paraiba sul","brazil_sao paulo_nazare paulista_apa bacia paraiba sul",-23.2351942673913,-46.3293803352905,"locality","cnuc_ibge"
"758","Brazil","São Paulo","Nazaré Paulista","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_nazare paulista_area protecao ambiental bacia paraiba sul","brazil_sao paulo_nazare paulista_apa bacia paraiba sul",-23.2351942673913,-46.3293803352905,"locality","cnuc_ibge"
"488","Brazil","São Paulo","Nazaré Paulista","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_nazare paulista_apa piracicaba juqueri mirim area ii","brazil_sao paulo_nazare paulista_apa piracicaba juqueri mirim area ii",-23.1999067307533,-46.3568074140275,"locality","cnuc_ibge"
"1225","Brazil","São Paulo","Nazaré Paulista","APA PIRACICABA JUQUERÍ-MIRIM AREA II","brazil_sao paulo_nazare paulista_area protecao ambiental piracicaba juqueri mirim area ii","brazil_sao paulo_nazare paulista_apa piracicaba juqueri mirim area ii",-23.1999067307533,-46.3568074140275,"locality","cnuc_ibge"
"568","Brazil","São Paulo","Nazaré Paulista","APA SISTEMA CANTAREIRA","brazil_sao paulo_nazare paulista_apa sistema cantareira","brazil_sao paulo_nazare paulista_apa sistema cantareira",-23.1913977201059,-46.3665262834712,"locality","cnuc_ibge"
"1305","Brazil","São Paulo","Nazaré Paulista","APA SISTEMA CANTAREIRA","brazil_sao paulo_nazare paulista_area protecao ambiental sistema cantareira","brazil_sao paulo_nazare paulista_apa sistema cantareira",-23.1913977201059,-46.3665262834712,"locality","cnuc_ibge"
"107","Brazil","São Paulo","Nazaré Paulista","MNE DA PEDRA GRANDE","brazil_sao paulo_nazare paulista_mne pedra grande","brazil_sao paulo_nazare paulista_mne pedra grande",-23.235394316322,-46.5042889941037,"locality","cnuc_ibge"
"844","Brazil","São Paulo","Nazaré Paulista","MNE DA PEDRA GRANDE","brazil_sao paulo_nazare paulista_monumento natural estadual pedra grande","brazil_sao paulo_nazare paulista_mne pedra grande",-23.235394316322,-46.5042889941037,"locality","cnuc_ibge"
"102","Brazil","São Paulo","Nazaré Paulista","PE DE ITABERABA","brazil_sao paulo_nazare paulista_pe itaberaba","brazil_sao paulo_nazare paulista_pe itaberaba",-23.2798882369242,-46.4042475328581,"locality","cnuc_ibge"
"839","Brazil","São Paulo","Nazaré Paulista","PE DE ITABERABA","brazil_sao paulo_nazare paulista_parque estadual itaberaba","brazil_sao paulo_nazare paulista_pe itaberaba",-23.2798882369242,-46.4042475328581,"locality","cnuc_ibge"
"97","Brazil","São Paulo","Nazaré Paulista","PE DE ITAPETINGA","brazil_sao paulo_nazare paulista_pe itapetinga","brazil_sao paulo_nazare paulista_pe itapetinga",-23.2443620567115,-46.4789936077806,"locality","cnuc_ibge"
"834","Brazil","São Paulo","Nazaré Paulista","PE DE ITAPETINGA","brazil_sao paulo_nazare paulista_parque estadual itapetinga","brazil_sao paulo_nazare paulista_pe itapetinga",-23.2443620567115,-46.4789936077806,"locality","cnuc_ibge"
"201","Brazil","São Paulo","Nazaré Paulista","RPPN JACARANDÁS","brazil_sao paulo_nazare paulista_rppn jacarandas","brazil_sao paulo_nazare paulista_rppn jacarandas",-23.167041579864,-46.3069326859609,"locality","cnuc_ibge"
"938","Brazil","São Paulo","Nazaré Paulista","RPPN JACARANDÁS","brazil_sao paulo_nazare paulista_reserva particular patrimonio natural jacarandas","brazil_sao paulo_nazare paulista_rppn jacarandas",-23.167041579864,-46.3069326859609,"locality","cnuc_ibge"
"238","Brazil","São Paulo","Nazaré Paulista","RPPN SITIO CAETE","brazil_sao paulo_nazare paulista_rppn sitio caete","brazil_sao paulo_nazare paulista_rppn sitio caete",-23.1330638677658,-46.3556939993966,"locality","cnuc_ibge"
"975","Brazil","São Paulo","Nazaré Paulista","RPPN SITIO CAETE","brazil_sao paulo_nazare paulista_reserva particular patrimonio natural sitio caete","brazil_sao paulo_nazare paulista_rppn sitio caete",-23.1330638677658,-46.3556939993966,"locality","cnuc_ibge"
"268","Brazil","São Paulo","Nova Campina","RPPN FERLAG RESINAS BRASIL","brazil_sao paulo_nova campina_rppn ferlag resinas brasil","brazil_sao paulo_nova campina_rppn ferlag resinas brasil",-24.2013893063359,-48.9994207635803,"locality","cnuc_ibge"
"1005","Brazil","São Paulo","Nova Campina","RPPN FERLAG RESINAS BRASIL","brazil_sao paulo_nova campina_reserva particular patrimonio natural ferlag resinas brasil","brazil_sao paulo_nova campina_rppn ferlag resinas brasil",-24.2013893063359,-48.9994207635803,"locality","cnuc_ibge"
"435","Brazil","São Paulo","Nova Europa","APA IBITINGA","brazil_sao paulo_nova europa_apa ibitinga","brazil_sao paulo_nova europa_apa ibitinga",-21.834527023384,-48.6658602235867,"locality","cnuc_ibge"
"1172","Brazil","São Paulo","Nova Europa","APA IBITINGA","brazil_sao paulo_nova europa_area protecao ambiental ibitinga","brazil_sao paulo_nova europa_apa ibitinga",-21.834527023384,-48.6658602235867,"locality","cnuc_ibge"
"45","Brazil","São Paulo","Nova Independência","PE DO AGUAPEÍ","brazil_sao paulo_nova independencia_pe aguapei","brazil_sao paulo_nova independencia_pe aguapei",-21.1791977849047,-51.5629663750245,"locality","cnuc_ibge"
"782","Brazil","São Paulo","Nova Independência","PE DO AGUAPEÍ","brazil_sao paulo_nova independencia_parque estadual aguapei","brazil_sao paulo_nova independencia_pe aguapei",-21.1791977849047,-51.5629663750245,"locality","cnuc_ibge"
"516","Brazil","São Paulo","Novo Horizonte","APA RIO BATALHA","brazil_sao paulo_novo horizonte_apa rio batalha","brazil_sao paulo_novo horizonte_apa rio batalha",-21.6712554394741,-49.2136105222431,"locality","cnuc_ibge"
"1253","Brazil","São Paulo","Novo Horizonte","APA RIO BATALHA","brazil_sao paulo_novo horizonte_area protecao ambiental rio batalha","brazil_sao paulo_novo horizonte_apa rio batalha",-21.6712554394741,-49.2136105222431,"locality","cnuc_ibge"
"594","Brazil","São Paulo","Osasco","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_osasco_apa varzea rio tiete","brazil_sao paulo_osasco_apa varzea rio tiete",-23.519322855946,-46.8053833345861,"locality","cnuc_ibge"
"1331","Brazil","São Paulo","Osasco","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_osasco_area protecao ambiental varzea rio tiete","brazil_sao paulo_osasco_apa varzea rio tiete",-23.519322855946,-46.8053833345861,"locality","cnuc_ibge"
"59","Brazil","São Paulo","Osasco","PE DO JARAGUÁ","brazil_sao paulo_osasco_pe jaragua","brazil_sao paulo_osasco_pe jaragua",-23.465963388494,-46.7752256500891,"locality","cnuc_ibge"
"796","Brazil","São Paulo","Osasco","PE DO JARAGUÁ","brazil_sao paulo_osasco_parque estadual jaragua","brazil_sao paulo_osasco_pe jaragua",-23.465963388494,-46.7752256500891,"locality","cnuc_ibge"
"314","Brazil","São Paulo","Ouro Verde","PE DO RIO PEIXE","brazil_sao paulo_ouro verde_pe rio peixe","brazil_sao paulo_ouro verde_pe rio peixe",-21.5837220924723,-51.7599363662583,"locality","cnuc_ibge"
"1051","Brazil","São Paulo","Ouro Verde","PE DO RIO PEIXE","brazil_sao paulo_ouro verde_parque estadual rio peixe","brazil_sao paulo_ouro verde_pe rio peixe",-21.5837220924723,-51.7599363662583,"locality","cnuc_ibge"
"22","Brazil","São Paulo","Paraibuna","APA BACIA DO PARAÍBA DO SUL","brazil_sao paulo_paraibuna_apa bacia paraiba sul","brazil_sao paulo_paraibuna_apa bacia paraiba sul",-23.427747450714,-45.6005530651976,"locality","cnuc_ibge"
