"","data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","verbatimLatitude","verbatimLongitude","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","occurrenceRemarks","coordinatePrecision","recordNumber","barcode","continentocean","minimumelevationinmeters","maximumelevationinmeters","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","phylum","class","order","infraspecificepithet","preparationtype","individualcount","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetName","eventDate","fieldNotes","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","occurrenceID","individualCount","establishmentMeans","georeferenceVerificationStatus","occurrenceStatus","preparations","associatedOccurrences","otherCatalogNumbers","previousIdentifications","fieldNumber","startDayOfYear","endDayOfYear","higherGeography","continent","typeStatus","taxonID","acceptedNameUsageID","higherClassification","genericName","specificEpithet","infraspecificEpithet","verbatimTaxonRank","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","species","verbatimScientificName","protocol","lastParsed","lastCrawled","repatriated","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","geodeticDatum","imageCollectionCode","duplicates","recordedByExtra","dateCollected","verbatimElevationMax","measurementUnit","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","coord.check","decimalLatitude.new","decimalLongitude.new","origin.coord","precision.coord","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Licaria","speciesLink","SPSF","29008","Licaria","Plantae","Lauraceae","Licaria","1998","08","27","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","IF","PreservedSpecimen","J. A. Pastore",,,"13",,"J.E.A.Bertoni","-47.470001","-21.85","2024-08-06T09:14:30","<nO>COLETA: XLS: SPSFAntigo&nf;Na mata.&nf;Arvoreta 2-3m, flores brancas.; GEOGRAFIA: Sub bosque;</nO>","13859",,"SPSF00029008","América do Sul",,,"DC.","2007","09","17","Magnoliophyta","Magnoliopsida","Laurales",,,,,"SPLINK","Porto Ferreira","2007-09-17",,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","s.n.","1998","Pastore, J.A.","2007",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadualinstituto florestal","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","check_local.2municip.","Licaria","Aubl.","indet","Lauraceae","Licaria","Aubl.","genus","author misspelled","bfo-8418",,,"Licaria Aubl.","Licaria","Lauraceae","low",
"Lippia brasiliensis","speciesLink","RON","9101","Lippia brasiliensis","Plantae","Verbenaceae","Lippia","2010","04","08","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, trilha do Poção, Borda de trilha em cerradão e mata semidecídua.","UNIR","PreservedSpecimen","Lombardi, J.A.","21º49'0''S","47º25'0''W","257","brasiliensis","Lombardi, JA; Oliveira, APC","-47.4166667","-21.8166667","2025-05-01T12:05:06","<nO>Arbusto ca. 1,7m, folhas papiráceas, brácteas verdes, flore brancas.</nO>",,"7742","RON00009101",,,"0","(Link) T.R.S.Silva","2010","4",,,,,,,,,"SPLINK","Porto Ferreira","2010-4-NA",,,,,,,,,,,,,"RON",,"Lombardi, J.A.","7742","2010","Lombardi, J.A.","2010","Oliveira, A.P.C.","Lombardi",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.8166667,-47.4166667,"coord_original","miliseconds","ok_same_resolution","Lippia brasiliensis","(Link) T.R.S.Silva","possibly_ok","Verbenaceae","Lippia brasiliensis","(Link) T.R.S.Silva","species","name accepted","bfo-15174",,,"Lippia brasiliensis (Link) T.R.S.Silva","Lippia","Verbenaceae","low","Lippia brasiliensis"
"Lippia origanoides","speciesLink","SPSF","20822","Lippia sidoides","Plantae","Verbenaceae","Lippia","1995","03","02","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","IF","PreservedSpecimen","S.Atkins",,,"13","sidoides","J.E.A.Bertoni","-47.470001","-21.85","2024-08-06T09:14:24","<nO>COLETA: XLS: SPSFAntigo;</nO>","13859","327","SPSF00020822","América do Sul",,,"Cham.","2009","09","25","Magnoliophyta","Magnoliopsida","Lamiales",,,,,"SPLINK","Porto Ferreira","2009-09-25",,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","327","1995","Atkins, S.","2009",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadualinstituto florestal","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","check_local.2municip.","Lippia origanoides","Kunth","possibly_ok","Verbenaceae","Lippia origanoides","Kunth","species","replaced synonym","bfo-21449","Lippia origanoides","Kunth","Lippia origanoides Kunth","Lippia","Verbenaceae","high","Lippia origanoides"
"Lithraea molleoides","speciesLink","SPSF","24691","Lithraea molleoides","Plantae","Anacardiaceae","Lithraea","1985","08","22","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","IF","PreservedSpecimen",,,,"13","molleoides","J.E.A.Bertoni & D.V.Toledo Filho","-47.470001","-21.85","2024-08-06T09:16:42","<nO>COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado&nf;;</nO>","13859","519","SPSF00024691","América do Sul",,,,,,,"Magnoliophyta","Magnoliopsida","Sapindales",,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"SPSF",,"Bertoni, J.E.A.","519","1985","s.n.","n.d.","Toledo Filho, D.V.","Bertoni",,"brazil","sao paulo","porto ferreira","parque estadualinstituto florestal","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","check_local.2municip.","Lithraea molleoides","(Vell.) Engl.","possibly_ok","Anacardiaceae","Lithraea molleoides","(Vell.) Engl.","species","name accepted","bfo-4391",,,"Lithraea molleoides (Vell.) Engl.","Lithraea","Anacardiaceae","unknown","Lithraea molleoides"
"Loefgrenii","user","HURB","HURB000003173","loefgrenii",,"Myrsinaceae","rapanea","1992","09","29","Brasil","São Paulo",,"Parque Estadual, Ribeirão dos Patos.","HURB",,"L.C.Bernacci",,,,,"Bertoni, J.E.A.","0","0",,,,"368",,,,,,,,,,,,,,,,"REFLORA","Porto Ferreira","10/09/2002",,,,,,"Arvoreta, 2 a 3m alt. Fruto: verdes Habitat: Mata ciliar Habito: arvoreta",,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","porto ferreira","parque estadual","locality","brazil_sao paulo_porto ferreira_parque estadual","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,"não",,,,,,,,,,,,,,,,,,,,,,,,,,"loefgrenii","MYRSINACEAE ",,,,,,,,,,,,,,,,,,,,"HURB","HURB 3173",,"29/09/1992",,"METRO",,,"brazil_sao paulo_porto ferreira_parque estadual porto ferreira","Brazil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira","cncflora",FALSE,-21.850732,-47.431182,"coord_gazet","seconds","ok_same_resolution","Loefgrenii",,"name_w_wrong_case|indet",,"Loefgrenii",,"genus","not found",,,,"Loefgrenii","Loefgrenii","Rapateaceae","high",
"Luehea candicans","speciesLink","SPSF","49112","Luehea","Plantae","Malvaceae","Luehea","2013","09","03","Brasil","SP","Porto Ferreira","Parque Estadual de Porto Ferreira","IF","PreservedSpecimen","G.P. Sabino",,,"13",,"R.M.G. Konopczyk & G.P. Sabino","-47.435","-21.856944","2024-08-06T09:15:20","<nO>COLETA: Árvore com 7m de altura; GEOGRAFIA: Dique marginal do Rio Guaçu.;</nO>",,"s/n","SPSF00049112","América do Sul","531","531","Mart.","2013","09","03","Magnoliophyta","Magnoliopsida","Malvales",,,,,"SPLINK","Porto Ferreira","2013-09-03",,,,,,,,,,,,,"SPSF",,"Konopczyk, R.M.G.","s.n.","2013","Sabino, G.P.","2013","Sabino, G.P.","Konopczyk",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.856944,-47.435,"coord_original","seconds","ok_same_resolution","Luehea candicans","Mart.","indet","Malvaceae","Luehea candicans","Mart.","species","name misspelled|replaced synonym","bfo-9092","Luehea candicans","Mart.","Luehea candicans Mart.","Luehea","Malvaceae","low","Luehea candicans"
"Luehea divaricata","speciesLink","CEPEC","158448","Luehea divaricata","Plantae","Malvaceae","Luehea","2013","09","03","Brasil","São Paulo","PORTO FERREIRA","Dique marginal do Rio Mogi Guaçu, Parque Estadual de Porto Ferreira.","CEPLAC","PreservedSpecimen","G.P.Sabino","21S51'26""","47W26'7""","264","divaricata","Konopczyk,R.M.G.","-47.435278","-21.857222","2024-05-07T11:00:21","<nO><ll>dwc_commonname:</ll></nO>",,,,,,,,,,,,,,,,,,"SPLINK","PORTO FERREIRA",,,,,,,,,,,,,,"CEPEC",,"Konopczyk, R.M.G.","s.n.","2013","Sabino, G.P.","n.d.",,"Konopczyk",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.857222,-47.435278,"coord_original","seconds","ok_same_resolution","Luehea divaricata","Mart.","possibly_ok","Malvaceae","Luehea divaricata","Mart.","species","name accepted","bfo-9094",,,"Luehea divaricata Mart.","Luehea","Malvaceae","low","Luehea divaricata"
"Luehea grandiflora","speciesLink","HUEFS","201978","Luehea grandiflora","Plantae","Malvaceae","Luehea","2010","04","29","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, Trilha da borda do parque paralela à estrada.","UEFS","PreservedSpecimen","A.P.C.de Oliveira","21Â°49'S","47Â°25'W","204","grandiflora","Oliveira, A.P.C.","-47.416667","-21.816667","2025-04-30T14:24:43",,,"26","HUEFS0201978",,"520","600","Mart. & Zucc.","2011","11",,"Angiospermae","Rosanae","Malvales",,,,,"SPLINK","Porto Ferreira","2011-11-NA",,,,,,,,,,,,,"HUEFS",,"Oliveira, A.P.C.","26","2010","Oliveira, A.P.C.","2011",,"Oliveira",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira, trilha da borda do parque paralela a estrada","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","check_local.2municip.","Luehea grandiflora","Mart.","possibly_ok","Malvaceae","Luehea grandiflora","Mart.","species","author misspelled","bfo-9095",,,"Luehea grandiflora Mart.","Luehea","Malvaceae","low","Luehea grandiflora"
"Lundia obliqua","speciesLink","HRCB","52519","Lundia obliqua","Plantae","Bignoniaceae","Lundia","2010","05","20","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira Trilha da borda do Parque paralela à estrada","UNESP-RC","PreservedSpecimen","Oliveira, A.P.C.","21º49'S","47º25'W","15","obliqua","Oliveira, A.P.C.","-47.416667","-21.816667","2025-02-04T07:59:45","<nO>Liana; folíolos cartáceos, pilosos, botões verdes com marrom, cálice marrom, corola branca externamente e internamente lileas com ápice branco, frutos imaturos verdes.Habitat: Borda de trilha em cerradão e mata semidecídua</nO>",,"62","HRCB052519",,"520","520","Sond.","2010","07",,,,,,,,,"SPLINK","Porto Ferreira","2010-07-NA",,,,,,,,,,,,,"HRCB",,"Oliveira, A.P.C.","62","2010","Oliveira, A.P.C.","2010",,"Oliveira",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira trilha da borda do parque paralela a estrada","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","check_local.2municip.","Lundia obliqua","Sond.","possibly_ok","Bignoniaceae","Lundia obliqua","Sond.","species","name accepted","bfo-113469",,,"Lundia obliqua Sond.","Lundia","Bignoniaceae","low","Lundia obliqua"
"Lygodium volubile","speciesLink","HRCB","68050","Lygodium volubile","Plantae","Lygodiaceae","Lygodium","2015","03","07","Brasil","São Paulo","Porto Ferreira","Parque Estadual Porto Ferreira","UNESP-RC","PreservedSpecimen","Melo, P.H.A.",,,"15","volubile","Sabino, G.P.","-47.470001","-21.85","2025-02-04T08:03:06","<nO>FES, Margem do Rio Mogi.</nO>","13859","60","HRCB068050",,,,"Sw.",,,,,,,,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"HRCB",,"Sabino, G.P.","60","2015","Melo, P.H.A.","n.d.",,"Sabino",,"brazil","sao paulo","porto ferreira","parque estadual porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","ok_same_resolution","Lygodium volubile","Sw.","possibly_ok","Lygodiaceae","Lygodium volubile","Sw.","species","name accepted","bfo-91482",,,"Lygodium volubile Sw.","Lygodium","Lygodiaceae","low","Lygodium volubile"
"Mabea fistulifera","speciesLink","MBM","169211","Mabea fistulifera","Plantae","Euphorbiaceae","Mabea","1994","6","10","Brazil","São Paulo","Porto Ferreira","Parque Estadual.","MBM","PreservedSpecimen","Bertoni, JEA",,,"40","fistulifera","Bertoni, JEA","-47.470001","-21.85","2025-05-01T00:00:56",,"13859","239","MBM169211",,,,"Mart.",,,,,,,,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"MBM",,"Bertoni, J.E.A.","239","1994","Bertoni, J.E.A.","n.d.",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadual","locality","brazil_sao paulo_porto ferreira_parque estadual","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","ok_same_resolution","Mabea fistulifera","Mart.","possibly_ok","Euphorbiaceae","Mabea fistulifera","Mart.","species","name accepted","bfo-22717",,,"Mabea fistulifera Mart.","Mabea","Euphorbiaceae","low","Mabea fistulifera"
"Machaerium nyctitans","speciesLink","UB","142145","Machaerium nyctitans gardneri","Plantae","Fabaceae","Machaerium","1980","08","07","Brasil","São Paulo","Porto Ferreira","Parque Estadual Porto Ferreira.","UNB","PreservedSpecimen","Mendonça Filho, CV","21º51'0''S","47º28'12''W","224","nyctitans","Bertoni, JEA","-47.47","-21.85","2025-05-01T12:06:08","<nO>Flores. Início de frutificação.; Árvore 12m.; Mata</nO>",,"20384","UB1334713",,,,,"2002",,,,,,"gardneri",,,,"SPLINK","Porto Ferreira","2002-NA-NA",,,,,,,,,,,,,"UB","code not found","Bertoni, J.E.A.","20384","1980","Mendonca Filho, C.V.","2002",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadual porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.47,"coord_original","miliseconds","ok_same_resolution","Machaerium nyctitans","(Vell.) Benth.","variety","Fabaceae","Machaerium nyctitans","(Vell.) Benth.","species","replaced synonym","bfo-29774",,,"Machaerium nyctitans (Vell.) Benth.","Machaerium","Fabaceae","high","Machaerium nyctitans"
"Macropsychanthus violaceus","speciesLink","HRCB","68021","Dioclea violacea","Plantae","Fabaceae","Dioclea","2015","04","08","Brasil","São Paulo","Porto Ferreira","Parque Estadual Porto Ferreira","UNESP-RC","PreservedSpecimen","Taxonomia de Lianas","22°27'17.7""S","044°36'25.6""W","15","violacea","Taxonomia de Lianas","-44.607111","-22.454917","2025-02-04T08:02:02","<nO>Floresta Estacional Semidecidual. Trepadeira. Fruto com indumento ferrugineo.</nO>",,"31","HRCB068021",,,,"Mart. ex Benth.",,,,,,,,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"HRCB",,"Lianas, T.","31","2015","Lianas, T.","n.d.",,"Lianas",,"brazil","sao paulo","porto ferreira","parque estadual porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-22.454917,-44.607111,"coord_original","miliseconds","ok_same_resolution","Macropsychanthus violaceus","(Mart. ex Benth.) L.P.Queiroz & Snak","possibly_ok","Fabaceae","Macropsychanthus violaceus","(Mart. ex Benth.) L.P.Queiroz & Snak","species","replaced synonym","bfo-617071","Macropsychanthus violaceus","(Mart. ex Benth.) L.P.Queiroz & Snak","Macropsychanthus violaceus (Mart. ex Benth.) L.P.Queiroz & Snak","Macropsychanthus","Fabaceae","low","Macropsychanthus violaceus"
"Malpighiaceae","speciesLink","HRCB","68063","Malpighiaceae","Plantae","Malpighiaceae",,"2016","10","13","Brasil","São Paulo","Porto Ferreira","Parque Estadual Porto Ferreira","UNESP-RC","PreservedSpecimen",,,,"15",,"Taxonomia de Lianas","-47.470001","-21.85","2025-02-04T08:03:07","<nO>Frutos róseos.</nO>","13859","73","HRCB068063",,,,,,,,,,,,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"HRCB",,"Lianas, T.","73","2016","s.n.","n.d.",,"Lianas",,"brazil","sao paulo","porto ferreira","parque estadual porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","ok_same_resolution","Malpighiaceae","Juss.","family_as_genus","Malpighiaceae","Malpighiaceae","Juss.","family","name accepted","bfo-155",,,"Malpighiaceae Juss.",,"Malpighiaceae","unknown",
"Manettia cordifolia","speciesLink","RON","9100","Manettia cordifolia","Plantae","Rubiaceae","Manettia","2010","06","10","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, trilha das ´Árv, Borda de trilha em cerradão, próxima ao laranjal.","UNIR","PreservedSpecimen","Zappi, D.","21º49'0''S","47º25'0''W","257","cordifolia","Oliveira, APC; Campos, FAN","-47.4166667","-21.8166667","2025-05-01T12:05:06","<nO>Liana, folhas cartáceas, cálice verde, corola vermelha, anteras púrpuras, frutos imaturos verdes.</nO>",,"89","RON00009100",,,"0","Mart.","2011","4",,,,,,,,,"SPLINK","Porto Ferreira","2011-4-NA",,,,,,,,,,,,,"RON",,"Oliveira, A.P.C.","89","2010","Zappi, D.","2011","Campos, F.A.N.","Oliveira",,"brazil","sao paulo","porto ferreira","parque estadual de porto ferreira","locality","brazil_sao paulo_porto ferreira_parque estadual porto ferreira","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.8166667,-47.4166667,"coord_original","miliseconds","ok_same_resolution","Manettia cordifolia","Mart.","possibly_ok","Rubiaceae","Manettia cordifolia","Mart.","species","name accepted","bfo-14098",,,"Manettia cordifolia Mart.","Manettia","Rubiaceae","high","Manettia cordifolia"
"Maprounea brasiliensis","speciesLink","FUEL","34496","Maprounea brasiliensis","Plantae","Euphorbiaceae","Maprounea","1992","10","21","Brasil","São Paulo","Porto Ferreira","Parque Estadual","UEL","PreservedSpecimen",,"0","0","48","brasiliensis","Bertoni, JEA","-47.470001","-21.85","2024-12-05T15:05:22","<nO>Arvore 6-8m; flores amareladas; Cerrado.</nO>","13859","s.n.",,,"0","0","A.St.-Hil.",,,,"Tracheophyta",,"Malpighiales",,,,,"SPLINK","Porto Ferreira",,,,,,,,,,,,,,"FUEL",,"Bertoni, J.E.A.","s.n.","1992","s.n.","n.d.",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadual","locality","brazil_sao paulo_porto ferreira_parque estadual","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.85,-47.470001,"coord_original","miliseconds","ok_same_resolution","Maprounea brasiliensis","A.St.-Hil.","possibly_ok","Euphorbiaceae","Maprounea brasiliensis","A.St.-Hil.","species","name accepted","bfo-17613",,,"Maprounea brasiliensis A.St.-Hil.","Maprounea","Euphorbiaceae","unknown","Maprounea brasiliensis"
"Maprounea guianensis","speciesLink","SMDB","21337","Maprounea guianensis","Plantae","Euphorbiaceae","Maprounea","1997","11","14","Brasil","São Paulo","Porto Ferreira","Parque Estadual","UFSM","S","Cordeiro, I","-21","-27","445","guianensis","Bertoni, JEA","-27","-21","2024-12-12T09:16:20","<nO>Árvore 6-8m altura, flores amarelas. SPSF 25905</nO>",,"372","SMDB021337",,,,"& Aubl.","2005","09","09",,,,,,,,"SPLINK","Porto Ferreira","2005-09-09",,,,,,,,,,,,,"SMDB",,"Bertoni, J.E.A.","372","1997","Cordeiro, I.","2005",,"Bertoni",,"brazil","sao paulo","porto ferreira","parque estadual","locality","brazil_sao paulo_porto ferreira_parque estadual","brazil_sao paulo_porto ferreira_parque estadual porto ferreira",-21.850732,-47.431182,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21,-27,"coord_original","miliseconds","ok_same_resolution","Maprounea guianensis","Aubl.","possibly_ok","Euphorbiaceae","Maprounea guianensis","Aubl.","species","author misspelled","bfo-17614",,,"Maprounea guianensis Aubl.","Maprounea","Euphorbiaceae","high","Maprounea guianensis"
"Mascagnia cordifolia","speciesLink","ICN","204980","Mascagnia cordifolia","Plantae","Malpighiaceae","Mascagnia","2010","10","14","Brasil","SP","Porto Ferreira","Parque Estatual de Porto Ferreira, Trilha do Poção , área com clareira","UFRGS","S","Mamede, MCH","-21.816667","-47.416667","259","cordifolia","Oliveira, APC; Osaco, M","-47.416667","-21.816667","2023-03-29T16:52:49","<nO>Duplicata do HRCB; Liana, folhas papiráceas com tricomas, caule piloso, frutos imaturos verdes claros; Borda da trilha em cerradão</nO>",,"115",,"América do Sul","520","600","(A. Juss) Griseb.","2010","11",,"Dicotyledon",,,,,,,"SPLINK","Porto Ferreira","2010-11-NA",,,,,,,,,,,,,"ICN",,"Oliveira, A.P.C.","115","2010","Mamede, M.C.H.","2010","Osaco, M.","Oliveira",,"brazil","sao paulo","porto ferreira","parque estatual de porto ferreira","locality","brazil_sao paulo_porto ferreira","brazil_sao paulo_porto ferreira",-21.84143673,-47.44653435,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,-21.816667,-47.416667,"coord_original","minutes","check_local.2municip.","Mascagnia cordifolia","(A.Juss.) Griseb.","possibly_ok","Malpighiaceae","Mascagnia cordifolia","(A.Juss.) Griseb.","species","author misspelled","bfo-8919",,,"Mascagnia cordifolia (A.Juss.) Griseb.","Mascagnia","Malpighiaceae","high","Mascagnia cordifolia"
