"","data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","occurrenceRemarks","continentocean","phylum","class","order","recordNumber","locality","verbatimLatitude","verbatimLongitude","minimumelevationinmeters","maximumelevationinmeters","previouscatalognumber","individualcount","fieldnumber","infraspecificepithet","relationshiptype","relatedcatalogitem","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Psidium microcarpum","user",,"RB","RB01223132","Psidium microcarpum Cambess.","Plantae","Myrtaceae","Psidium","2016","12","17","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"Cambess.","Arvoreta, 2 m de altura",,,,,"278","cerrado típico. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2016-12",,,"BR",,,"2016-12-17",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","278","2016","Durigan, G.","2016","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1223132",,,,,,,,,,,,,,,,,,,,,,"RB 675185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"microcarpum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/31/32/01223132.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:14:02+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Psidium microcarpum","Cambess.","name_w_authors","Myrtaceae","Psidium microcarpum","Cambess.","species","check not resolved","bfo-63882","Psidium grandifolium","Mart. ex DC.","Psidium microcarpum Cambess.","Psidium","Myrtaceae","medium","Psidium microcarpum"
"Pterocaulon angustifolium","speciesLink","SPSF00056659","SPSF","56659","Pterocaulon angustifolium","Plantae","Asteraceae","Pterocaulon","2014","01","07","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2022","08","11","13","angustifolium","G.B.Assis & N.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:13:19","DC.","<nO>COLETA: Subarbusto prostrado, esbranquiçado.; GEOGRAFIA: Campo Cerrado.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Asterales","263","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2022-08-11",,,,,,,,,,,,,,,,,,"SPSF",,"Assis, G.B.","263","2014","Durigan, G.","2022","Pilon, N.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Pterocaulon angustifolium","DC.","possibly_ok","Asteraceae","Pterocaulon angustifolium","DC.","species","name accepted","bfo-27335",,,"Pterocaulon angustifolium DC.","Pterocaulon","Asteraceae","medium","Pterocaulon angustifolium"
"Pterocaulon rugosum","speciesLink","SPSF00056427","SPSF","56427","Pterocaulon rugosum","Plantae","Asteraceae","Pterocaulon","2015","04","09","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","B.Loueuille","2016","01","01","13","rugosum","G.Durigan & N.Pilon","-49.2375","-22.816667","2024-08-06T09:13:19","(Vahl) Malme","<nO>COLETA: Subarbusto ereto de 35 cm de altura.; GEOGRAFIA: Campo Cerrado.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Asterales","3900","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2016-01-01",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","3900","2015","Loueuille, B.","2016","Pilon, N.","Durigan",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Pterocaulon rugosum","(Vahl) Malme","possibly_ok","Asteraceae","Pterocaulon rugosum","(Vahl) Malme","species","name accepted","bfo-27338",,,"Pterocaulon rugosum (Vahl) Malme","Pterocaulon","Asteraceae","low","Pterocaulon rugosum"
"Pterolepis glomerata","speciesLink","SPSF00056752","SPSF","56752","Pterolepis glomerata","Plantae","Melastomataceae","Pterolepis","2014","01","06","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","N.A.L.Pilon","2014","10","20","13","glomerata","N.A.L.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:15:37","(Rottb.) Miq.","<nO>COLETA: Erva ereta de 60 cm de altura; flores magenta.; GEOGRAFIA: Ambiente úmido.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","96","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2014-10-20",,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.A.L.","96","2014","Pilon, N.A.L.","2014","Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Pterolepis glomerata","(Rottb.) Miq.","possibly_ok","Melastomataceae","Pterolepis glomerata","(Rottb.) Miq.","species","name accepted","bfo-9857",,,"Pterolepis glomerata (Rottb.) Miq.","Pterolepis","Melastomataceae","low","Pterolepis glomerata"
"Qualea grandiflora","gbif",,"BHCB","154256","Qualea grandiflora Mart.","Plantae","Vochysiaceae","Qualea","2011","12","27","Brasil","São Paulo",,,"UFMG","PRESERVED_SPECIMEN",,,,,"https://specieslink.net/col/220",,"Pires, J","-49.24049","-22.78251","2024-06-21 20:12:59","Mart.",,,"Tracheophyta","Magnoliopsida","Myrtales","s.n.","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","2011-12-27","Qualea grandiflora Mart.",,"BR",,,"2011-12-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","51368","1087655096",,,"CC_BY_4_0","Universidade Federal de Minas Gerais","https://specieslink.net/guid/220/154256","Herbário da UFMG - Fanerógamas, Algas e Fungos",,"Universidade Federal de Minas Gerais",,,,"https://specieslink.net/guid/220/154256",,,,,,,,,,,"native",,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"361","361",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4030658",,,,,,,,,,,,,,,,,"Qualea",,,"grandiflora",,,,,,,,"d2470ef8-edfa-4ba7-821e-c3e1a537bdba","BR","2025-01-05 15:20:17.081","644","0",,,,"INSTITUTION_MATCH_NONE",,TRUE,FALSE,"4030658","4030658","6","7707728","220","690","3231623","7288308",,"4030658","Qualea grandiflora","Qualea grandiflora",,"EML","2025-01-05 15:20:17.081","2025-01-05 14:57:41.795",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.25_1","São Paulo","BRA.25.6_2","Águas de Santa Bárbara",,,"LC",,"644","644",,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Qualea grandiflora","Mart.","name_w_authors","Vochysiaceae","Qualea grandiflora","Mart.","species","name accepted","bfo-15288",,,"Qualea grandiflora Mart.","Qualea","Vochysiaceae","unknown","Qualea grandiflora"
"Qualea multiflora","speciesLink","SPSF00042964","SPSF","42964","Qualea multiflora","Plantae","Vochysiaceae","Qualea","2008","09","23","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2008","09","23","13","multiflora","N.Guerin & G.Durigan & E.Furlan","-49.202222","-22.806944","2024-08-06T09:16:09","Mart.","<nO>COLETA: Árvore de 6 m de altura; flor verde.; GEOGRAFIA: Campo cerrado + cerrado típico com invasão total de braquiária;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","173","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"SPLINK","Águas de Santa Bárbara","2008-09-23",,,,,,,,,,,,,,,,,,"SPSF",,"Guerin, N.","173","2008","Durigan, G.","2008","Durigan, G.; Furlan, E.","Guerin",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Qualea multiflora","Mart.","possibly_ok","Vochysiaceae","Qualea multiflora","Mart.","species","name accepted","bfo-15293",,,"Qualea multiflora Mart.","Qualea","Vochysiaceae","medium","Qualea multiflora"
"Randia armata","speciesLink","SPSF00043038","SPSF","43038","Randia armata","Plantae","Rubiaceae","Randia","2008","09","24","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2008","09","24","13","armata","N.Guerin & G.Durigan & E.Furlan","-49.231667","-22.836389","2024-08-06T09:16:37","(Sw.) DC.","<nO>COLETA: Árvore 4m; flores brancas.; GEOGRAFIA: Floresta Estacional com influência ripária.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Rubiales","243","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"SPLINK","Águas de Santa Bárbara","2008-09-24",,,,,,,,,,,,,,,,,,"SPSF",,"Guerin, N.","243","2008","Durigan, G.","2008","Durigan, G.; Furlan, E.","Guerin",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Randia armata","(Sw.) DC.","possibly_ok","Rubiaceae","Randia armata","(Sw.) DC.","species","name accepted","bfo-14231",,,"Randia armata (Sw.) DC.","Randia","Rubiaceae","medium","Randia armata"
"Rhynchanthera dichotoma","speciesLink","SPSF00056827","SPSF","56827","Rhynchanthera dichotoma","Plantae","Melastomataceae","Rhynchanthera","2015","03","28","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2015","03","28","13","dichotoma","N.A.L.Pilon & G.Durigan","-49.2375","-22.816667","2024-08-06T09:15:37","(Desr.) DC.","<nO>COLETA: Arbusto pouco ramificado, com flores magenta.; GEOGRAFIA: Campo úmido.;</nO>","América do Sul","Magnoliophyta","Magnoliopsida","Myrtales","767","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2015-03-28",,,,,,,,,,,,,,,,,,"SPSF",,"Pilon, N.A.L.","767","2015","Durigan, G.","2015","Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Rhynchanthera dichotoma","(Desr.) DC.","possibly_ok","Melastomataceae","Rhynchanthera dichotoma","(Desr.) DC.","species","name accepted","bfo-9863",,,"Rhynchanthera dichotoma (Desr.) DC.","Rhynchanthera","Melastomataceae","medium","Rhynchanthera dichotoma"
"Rhynchosia corylifolia","gbif",,"UEC","55442","Rhynchosia corylifolia Mart. ex Benth.","Plantae","Fabaceae","Rhynchosia","1990","10","9","Brazil","São Paulo",,,"UNICAMP","PRESERVED_SPECIMEN","Miotto, STS; Eça Neves, FF",,,,"https://specieslink.net/col/2",,"Meira Neto, JAA; Martins, E; Siqueira, MF",,,"2024-11-25 11:25:02","Mart. ex Benth.","flor, Erva com flores amarelas no campo sujo.; Cerrado",,"Tracheophyta","Magnoliopsida","Fabales","662","Estação Ecológica de Santa Bárbara",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","1997-09-23","Rhynchosia corylifolia Mart. ex Benth.",,"BR",,,"1990-10-09",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","65543","1089019601",,,"CC_BY_4_0","Universidade Estadual de Campinas - Instituto de Biologia","https://specieslink.net/guid/2/55442","Herbário da Universidade Estadual de Campinas",,"Universidade Estadual de Campinas",,,,"https://specieslink.net/guid/2/55442",,,,,,,,,,,"native",,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"282","282",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5350909",,,,,,,,,,,,,,,,,"Rhynchosia",,,"corylifolia",,,,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce","BR","2025-01-05 15:38:15.79",,,,,,"CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_NONE",,FALSE,FALSE,"5350909","5350909","6","7707728","220","1370","5386","2947992",,"5350909","Rhynchosia corylifolia","Rhynchosia corylifolia",,"EML","2025-01-05 15:38:15.79","2025-01-05 15:31:00.136",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,,,,,"NE",,,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Rhynchosia corylifolia","Mart. ex Benth.","name_w_authors","Fabaceae","Rhynchosia corylifolia","Mart. ex Benth.","species","name accepted","bfo-29846",,,"Rhynchosia corylifolia Mart. ex Benth.","Rhynchosia","Fabaceae","unknown","Rhynchosia corylifolia"
"Rhynchospora albiceps","speciesLink","SPSF00059295","SPSF","59295","Rhynchospora albiceps","Plantae","Cyperaceae","Rhynchospora","2023","05","02","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2023","05","02","13","albiceps","A.C.Dalbeto & G.Durigan","-49.235556","-22.827778","2024-08-06T09:12:44","Kunth","<nO>COLETA: Erva cespitosa de 50 cm de altura; inflorescências monocéfalas creme ou branca.; GEOGRAFIA: Campo úmido, próximo à Rodovia Castelo Branco, na barragem do Córrego do Boi.;</nO>","América do Sul","Magnoliophyta","Liliopsida","Poales","80","Estação Ecológica de Santa Bárbara",,,"624","624",,,,,,,,"SPLINK","Águas de Santa Bárbara","2023-05-02",,,,,,,,,,,,,,,,,,"SPSF",,"Dalbeto, A.C.","80","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Rhynchospora albiceps","Kunth","possibly_ok","Cyperaceae","Rhynchospora albiceps","Kunth","species","name accepted","bfo-17225",,,"Rhynchospora albiceps Kunth","Rhynchospora","Cyperaceae","medium","Rhynchospora albiceps"
"Rhynchospora albobracteata","speciesLink","UEC177024","UEC","210727","Rhynchospora albobracteata","Plantae","Cyperaceae","Rhynchospora","2023","02","06","Brazil","São Paulo","Águas de Santa Bárbara",,"UNICAMP","S","Durigan, G","2023","02","06","2","albobracteata","Dalbeto, AC; Durigan, G","-49.411006","-23.341397","2025-04-07T10:43:42","A.C.Araújo","<nO>Planta com 40 cm de altura, folhas filiformes, inflorescencia com bracteas brancas; Campo úmido; campo úmido de Cerrado; Vereda; Brejo</nO>",,"Liliopsida",,,"101","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido, Área do Quadrado","-23.341397","-49.411006","62","62",,,,,,,,"SPLINK","Águas de Santa Bárbara","2023-02-06",,,,,,,,,,,,,,,,,,"UEC",,"Dalbeto, A.C.","101","2023","Durigan, G.","2023","Durigan, G.","Dalbeto",,"brazil","sao paulo","aguas de santa barbara","coletada na estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Rhynchospora albobracteata","A.C.Araújo","possibly_ok","Cyperaceae","Rhynchospora albobracteata","A.C.Araújo","species","name accepted","bfo-135523",,,"Rhynchospora albobracteata A.C.Araújo","Rhynchospora","Cyperaceae","medium","Rhynchospora albobracteata"
