"","data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","continentocean","county","locality","institutionCode","phylum","basisOfRecord","preparationtype","verbatimLatitude","verbatimLongitude","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumelevationinmeters","maximumelevationinmeters","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","specificepithet","coordinatePrecision","order","class","dayIdentified","infraspecificepithet","previouscatalognumber","individualcount","fieldnumber","relatedcatalogitem","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Piper scolopendrifolium","user",,"RB","RB01506538","Piper scolopendrifolium Raddi","Plantae","Piperaceae","Piper","2021","1","1","Brasil","São Paulo",,,"Estação Ecológica Bananal, início da trilha para a Pedra Vermelha","JBRJ",,"Preserved Specimen",,"22º48´22´´","44º22´4´´W",,"L. Biral; P.A. Freitas","-44.3677778","-22.8061111",,"Raddi","2594",,,,,,,,,,,,,,,,,,,"Bananal",,,,"BR",,,"2021-01-01",,,,,,,"sp.","Physical Object",,,,"RB",,"Biral, L.","2594","2021","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,"SHPR",,,,,,"urn:catalog:JBRJ:RB:1506538",,,,,,,,,,,,,,,,,,,,,,"RB 857807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"scolopendrifolium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/50/65/38/01506538.jpg",,,,,,,,,,,,,,,,,,,,,,"2024-08-26 15:34:42+00","Angiospermas","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","ok_same_resolution","Piper scolopendrifolium","Raddi","name_w_authors","Piperaceae","Piper scolopendrifolium","Raddi","species","name accepted","bfo-625098",,,"Piper scolopendrifolium Raddi","Piper","Piperaceae","unknown","Piper scolopendrifolium"
"Piper umbellatum","gbif",,"R","R020000147","Piper umbellatum L.","Plantae","Piperaceae","Piper","2018","9","27","Brasil","São Paulo",,,"Entrada para a Estação Ecológica Bananal.","R","Tracheophyta","PRESERVED_SPECIMEN",,,,,"G. A. Queiroz;A. R. Loureço, B. R. S. Meneses, I. G. Santana, M. Nogueira, M. T. R. Costa, R. Alves, S. D. F. Ricardo, V. C. Manhães","-44.452778","-22.849722",,"L.","563",,,"Arbusto 1m, folhas membranaceas discolores verdes, inflorescência alva.","G.A. Queiroz & E.F. Guimarães",,,,,"Piperales","Magnoliopsida",,,,,,,,"GBIF","Bananal","2023-12-18","Piper umbellatum L.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6720031","BR",,,"2018-09-27",,,,,,"ACCEPTED","SPECIES",,,"2018-09-27",,,,,,,,,,,,"brazil","sao paulo","bananal","entrada para a estacao ecologica bananal",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county","909224","4999713806",,"pt","CC_BY_4_0","Instituto de Pesquisas Jardim Botanico do Rio de Janeiro",,"R","33.663.683/0029_17",,,,,"6720031",,,,,,,,,,,,,,,"PRESENT",,,,,,,"R 249340",,,,,,,,,,,,,,,,"270","270",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3086364",,,,,,,,,,,,,,,,,"Piper",,,"umbellatum",,,,,,,,"f9768501-2d57-4b8b-90a9-3ba5cf6dad3e","BR","2025-01-01 15:16:48.036","1089",,,,,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,TRUE,FALSE,"3086364","3086364","6","7707728","220","404","6678","3075433",,"3086364","Piper umbellatum","Piper umbellatum L.",,"EML","2025-01-01 15:16:48.036","2025-01-01 12:05:28.958",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.25_1","São Paulo","BRA.25.56_2","Bananal",,,"NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/herbariumr/r/2/0/0/14/7/r020000147.dzi","1089",,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"ibge","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"ibge","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"ibge","check_local.2municip.","Piper umbellatum","L.","name_w_authors","Piperaceae","Piper umbellatum","L.","species","name accepted","bfo-12863",,,"Piper umbellatum L.","Piper","Piperaceae","unknown","Piper umbellatum"
"Plantae sp.","gbif",,"SHPR","1438","Plantae","Plantae",,,"2020","12","30","Brasil","São Paulo",,,"Estação Ecológica Bananal","UTFPR-SL",,"PRESERVED_SPECIMEN",,,,"https://specieslink.net/col/667","Biral, L.;P.A. Freitas","-44.367778","-22.806111","2021-06-07 18:26:19",,"2506",,,"Herbácea, epífita.Habitat: Floresta ombrófila densa montana",,,,,,,,,,,,,,,"GBIF","Bananal",,"Plantae",,"BR",,,"2020-12-30",,,,,,"ACCEPTED","KINGDOM",,,,,,,,,,,,,,,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality","670094","3038045303",,,"CC_BY_4_0","Universidade Tecnológica Federal do Paraná - Campus Santa Helena","https://specieslink.net/guid/667/1438","Herbário da Universidade Tecnológica Federal do Paraná (UTFPR), campus Santa Helena",,"Universidade Tecnológica Federal do Paraná - Campus Santa Helena",,,,"https://specieslink.net/guid/667/1438",,,,,,,,,,,,,,,"PRESENT","exsicata",,,,,,,,,,,,,,,,,,,,,,"365","365",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"a776a61d-f01e-4a8e-8fb0-c69d08795118","BR","2025-01-05 14:56:21.349",,,,,,"TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_NONE",,TRUE,FALSE,"6","6","6",,,,,,,,,,,"EML","2025-01-05 14:56:21.349","2025-01-05 14:56:07.816",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.25_1","São Paulo","BRA.25.56_2","Bananal",,,"NE",,,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","ok_same_resolution","Plantae sp.",,"indet",,"Plantae sp.",,"genus","not found",,,,"Plantae sp.","Plantae","Plantaginaceae","unknown",
"Pleiochiton blepharodes","speciesLink","SHPR001474","SHPR","1474","Pleiochiton blepharodes","Plantae","Melastomataceae","Pleiochiton","2020","12","31","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:17","(DC.) Reginato, R. Goldenb. & Baumgratz","2542",,,"<nO>Epífita, corola branco-rosada, estames amarelos.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2021","01","blepharodes",,,,,,,,,,,"SPLINK","Bananal","2021-01-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2542","2020","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pleiochiton blepharodes","(DC.) Reginato et al.","possibly_ok","Melastomataceae","Pleiochiton blepharodes","(DC.) Reginato et al.","species","author misspelled","bfo-117217",,,"Pleiochiton blepharodes (DC.) Reginato et al.","Pleiochiton","Melastomataceae","low","Pleiochiton blepharodes"
"Pleopeltis hirsutissima","speciesLink","SHPR001444","SHPR","1444","Pleopeltis hirsutissima","Plantae","Polypodiaceae","Pleopeltis","2020","12","30","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Monilophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:19","(Raddi) de la Sota","2512",,,"<nO>Herbácea, epífita.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2020","12","hirsutissima",,,,,,,,,,,"SPLINK","Bananal","2020-12-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2512","2020","Biral, L.","2020","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pleopeltis hirsutissima","(Raddi) de la Sota","possibly_ok","Polypodiaceae","Pleopeltis hirsutissima","(Raddi) de la Sota","species","name accepted","bfo-111500",,,"Pleopeltis hirsutissima (Raddi) de la Sota","Pleopeltis","Polypodiaceae","low","Pleopeltis hirsutissima"
"Pleopeltis macrocarpa","speciesLink","SHPR001446","SHPR","1446","Pleopeltis macrocarpa","Plantae","Polypodiaceae","Pleopeltis","2020","12","30","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Monilophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2023-08-31T16:20:21","(Willd.) Kaulf.","2514",,,"<nO>Epífita, soros marrons.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2020","12","macrocarpa",,,,,,,,,,,"SPLINK","Bananal","2020-12-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2514","2020","Biral, L.","2020","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pleopeltis macrocarpa","(Bory ex Willd.) Kaulf.","possibly_ok","Polypodiaceae","Pleopeltis macrocarpa","(Bory ex Willd.) Kaulf.","species","author misspelled","bfo-91725",,,"Pleopeltis macrocarpa (Bory ex Willd.) Kaulf.","Pleopeltis","Polypodiaceae","low","Pleopeltis macrocarpa"
"Poaceae","speciesLink","SHPR001530","SHPR","1530","Poaceae","Plantae","Poaceae",,"2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:18","Barnhart","2597",,,"<nO>Herbácea, inflorescências verdes.Habitat: Floresta ombrófila densa montana</nO>",,,,,,,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2597","2021","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Poaceae","Barnhart","family_as_genus","Poaceae","Poaceae","Barnhart","family","name accepted","bfo-193",,,"Poaceae Barnhart",,"Poaceae","unknown",
"Polystichum","speciesLink","SHPR001460","SHPR","1460","Polytrichum","Plantae","Polytrichaceae","Polytrichum","2020","12","31","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Bryophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:18",,"2528",,,"<nO>Esporófito (seta) ocre, cápsula verde.Habitat: Floresta ombrófila densa montana</nO>",,,,,,,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2528","2020","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Polystichum","Roth","indet","Dryopteridaceae","Polystichum","Roth","genus","name misspelled","bfo-90988",,,"Polystichum Roth","Polystichum","Dryopteridaceae","unknown",
"Polytrichum","gbif",,"SHPR","1460","Polytrichum Hedw.","Plantae","Polytrichaceae","Polytrichum","2020","12","31","Brasil","São Paulo",,,"Estação Ecológica Bananal","UTFPR-SL","Bryophyta","PRESERVED_SPECIMEN",,,,"https://specieslink.net/col/667","Biral, L.;P.A. Freitas","-44.367778","-22.806111","2021-06-07 18:26:18",,"2528",,,"Esporófito (seta) ocre, cápsula verde.Habitat: Floresta ombrófila densa montana",,,,,,"Polytrichales","Polytrichopsida",,,,,,,,"GBIF","Bananal",,"Polytrichum Hedw.",,"BR",,,"2020-12-31",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality","668312","3019516347",,,"CC_BY_4_0","Universidade Tecnológica Federal do Paraná - Campus Santa Helena","https://specieslink.net/guid/667/1460","Herbário da Universidade Tecnológica Federal do Paraná (UTFPR), campus Santa Helena",,"Universidade Tecnológica Federal do Paraná - Campus Santa Helena",,,,"https://specieslink.net/guid/667/1460",,,,,,,,,,,,,,,"PRESENT","exsicata",,,,,,,,,,,,,,,,,,,,,,"366","366",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2683053",,,,,,,,,,,,,,,,,"Polytrichum",,,,,,,,,,,"a776a61d-f01e-4a8e-8fb0-c69d08795118","BR","2025-01-05 14:56:21.344",,,,,,"INSTITUTION_MATCH_NONE",,TRUE,FALSE,"2683053","2683053","6","35","12259753","620","4669","2683053",,,,"Polytrichum",,"EML","2025-01-05 14:56:21.344","2025-01-05 14:56:07.816",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.25_1","São Paulo","BRA.25.56_2","Bananal",,,,,,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","ok_same_resolution","Polytrichum","Hedw.","name_w_authors",,"Polytrichum","Hedw.","genus","not found",,,,"Polytrichum Hedw.","Polytrichum","Dryopteridaceae","unknown",
"Psychotria leiocarpa","speciesLink","SHPR001454","SHPR","1454","Psychotria leiocarpa","Plantae","Rubiaceae","Psychotria","2020","12","30","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:18","Cham. & Schltdl.","2522",,,"<nO>Arbusto, corola branca com o interior amarelo.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2021","01","leiocarpa",,,,,,,,,,,"SPLINK","Bananal","2021-01-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2522","2020","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Psychotria leiocarpa","Cham. & Schltdl.","possibly_ok","Rubiaceae","Psychotria leiocarpa","Cham. & Schltdl.","species","name accepted","bfo-14188",,,"Psychotria leiocarpa Cham. & Schltdl.","Psychotria","Rubiaceae","low","Psychotria leiocarpa"
"Rhynchospora brasiliensis","speciesLink","SHPR001442","SHPR","1442","Rhynchospora brasiliensis","Plantae","Cyperaceae","Rhynchospora","2020","12","30","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-10-31T13:09:26","Boeckeler","2510",,,"<nO>Herbácea, crescendo entre pedras na margem de rio, parcialmente submersa.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2021","10","brasiliensis",,,,,,,,,,,"SPLINK","Bananal","2021-10-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2510","2020","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rhynchospora brasiliensis","Boeckeler","possibly_ok","Cyperaceae","Rhynchospora brasiliensis","Boeckeler","species","name accepted","bfo-28543",,,"Rhynchospora brasiliensis Boeckeler","Rhynchospora","Cyperaceae","low","Rhynchospora brasiliensis"
"Rubiaceae","speciesLink","SHPR001531","SHPR","1531","Rubiaceae","Plantae","Rubiaceae",,"2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:18","Juss.","2598",,,"<nO>Arbusto, frutos imaturos verdes.Habitat: Floresta ombrófila densa montana</nO>",,,,,,,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2598","2021","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rubiaceae","Juss.","family_as_genus","Rubiaceae","Rubiaceae","Juss.","family","name accepted","bfo-210",,,"Rubiaceae Juss.",,"Rubiaceae","unknown",
